No,a1,a2,a3,a4,a5,a6,b1,b2,b3,b4,c1,c2,d1,e1_0,e1_1,e2_0,e2_1,e3_0,e3_1,e4_0,e4_1,e5_0,e5_1,e6_0,e6_1,e9_0,e9_1,e10_0,e10_1
20797,999.99,999.99,999.99,6.91,5.69,20.54,13.83,5.23,1.92,4.60,9.01,2.36,96.00,0,235,0,110,1,353,0,165,0,102,0,153,0,185,0,280
20798,999.99,76.34,76.34,999.99,12.70,13.39,24.07,333.30,10.40,366.10,70.14,45.89,6.85,14,235,1,110,21,353,1,165,4,102,6,153,1,185,1,280
20799,999.99,999.99,999.99,999.99,999.99,999.99,18.38,685.78,10.62,697.31,40.16,11.64,2.86,16,235,1,110,134,353,9,165,11,102,61,153,11,185,60,280
20800,999.99,999.99,1489.59,999.99,20.24,20.24,124.07,242.89,12.90,234.98,999.99,999.99,15.82,1,180,0,83,1,270,0,125,1,102,1,153,0,140,0,210
20801,999.99,999.99,999.99,999.99,999.99,999.99,121.46,999.99,58.52,999.99,999.99,999.99,20.20,1,235,0,110,1,353,0,165,1,110,1,165,0,185,0,280
20802,999.99,999.99,999.99,999.99,999.99,999.99,18.12,33.97,12.60,43.75,33.06,48.13,14.00,0,180,0,83,0,270,0,125,0,102,0,153,0,185,0,280
20803,999.99,61.47,63.02,999.99,19.89,19.94,9.49,20.98,7.99,18.80,11.22,21.29,5.13,11,235,1,110,2,353,0,165,4,86,1,129,1,140,0,210
20804,999.99,999.99,999.99,999.99,13.20,13.20,200.43,162.82,17.60,175.42,999.99,999.99,37.00,1,180,0,83,2,270,0,125,0,110,1,165,0,185,0,280
20805,999.99,392.24,392.24,20.42,7.05,13.64,7.73,7.73,2.59,6.40,11.41,17.72,10.05,4,235,0,110,1,353,0,165,4,110,1,165,0,140,0,210
20806,999.99,307.67,307.67,999.99,999.99,999.99,23.07,180.68,33.10,116.38,43.29,87.38,6.92,3,180,0,83,3,270,1,125,45,94,45,141,20,140,19,210
20807,999.99,999.99,999.99,999.99,62.29,62.29,22.46,36.29,7.44,35.72,77.41,1.70,31.40,2,235,0,110,11,353,0,165,5,110,25,165,1,185,5,280
20808,999.99,17.80,17.80,999.99,4.72,4.72,44.25,168.18,18.11,175.68,999.99,99.84,6.37,10,180,1,83,11,270,1,125,6,102,8,153,21,140,28,210
20809,999.99,473.27,473.27,999.99,8.06,8.06,66.50,156.31,8.73,182.36,999.99,41.60,17.00,3,235,0,110,5,353,0,165,0,86,1,129,0,185,1,280
20810,999.99,999.99,999.99,999.99,999.99,999.99,12.00,13.32,7.74,14.97,45.02,42.21,4.00,8,180,0,83,15,270,1,125,4,102,14,153,6,140,18,210
20811,999.99,999.99,999.99,999.99,8.67,8.67,30.31,12.88,3.28,16.72,34.41,11.56,56.00,0,235,0,110,4,353,0,165,0,86,5,129,0,185,2,280
20812,999.99,999.99,999.99,999.99,999.99,999.99,39.34,160.29,7.41,177.67,60.69,33.77,12.24,1,180,0,83,1,270,0,125,0,102,1,153,0,185,0,280
20813,999.99,999.99,999.99,999.99,999.99,999.99,554.79,999.99,31.45,999.99,999.99,999.99,62.00,0,235,0,110,1,353,0,165,0,86,0,129,0,185,0,280
20814,999.99,999.99,999.99,999.99,999.99,999.99,74.06,38.67,11.38,37.57,999.99,34.48,29.71,1,180,0,83,1,270,0,125,0,86,0,129,0,185,0,280
20815,999.99,338.02,338.02,999.99,3.73,3.73,41.49,268.88,24.60,221.79,999.99,999.99,6.39,15,180,1,83,1,270,0,125,4,86,0,129,6,185,0,280
20816,999.99,338.02,338.02,999.99,3.73,3.73,41.49,268.88,24.60,221.79,999.99,999.99,6.39,15,180,1,83,1,270,0,125,4,86,0,129,6,185,0,280
20818,999.99,999.99,999.99,999.99,55.26,55.26,32.84,22.79,7.53,25.15,58.12,30.87,18.27,2,180,0,83,5,270,0,125,0,86,0,129,0,185,0,280
20819,999.99,999.99,999.99,999.99,9.25,9.25,8.81,14.87,5.54,14.04,31.11,30.65,4.37,7,235,0,110,4,353,0,165,9,94,4,141,0,185,0,280
20820,999.99,999.99,999.99,999.99,25.31,25.31,15.17,38.35,10.49,35.67,21.24,20.18,5.06,57,180,3,83,84,270,6,125,21,102,31,153,37,140,56,210
20821,999.99,999.99,999.99,999.99,6.53,6.53,31.89,82.96,5.05,87.20,96.86,50.46,16.00,0,235,0,110,1,353,0,165,0,102,1,153,0,185,2,280
20822,999.99,999.99,999.99,999.99,999.99,999.99,20.55,28.43,9.43,25.26,58.23,78.59,8.35,3,180,0,83,0,270,0,125,0,86,0,129,0,185,0,280
20823,999.99,999.99,999.99,999.99,999.99,999.99,118.02,140.25,22.70,118.18,999.99,999.99,24.67,0,235,0,110,0,353,0,165,0,94,0,141,0,185,0,280
20824,999.99,60.99,60.99,999.99,13.02,13.86,12.48,277.83,10.08,220.74,19.36,89.51,5.68,10,180,1,83,1,270,0,125,7,102,0,153,9,185,0,280
20825,999.99,999.99,40723.81,999.99,18.20,18.20,253.80,45.76,10.94,46.27,999.99,999.99,47.00,1,235,0,110,1,353,0,165,0,86,0,129,0,140,0,210
20826,999.99,327.34,327.34,0.57,0.52,0.52,159.75,47.92,4.10,17.68,6.01,2.06,12.25,40,180,2,83,122,270,6,125,17,94,52,141,5,140,14,210
20827,999.99,999.99,999.99,999.99,13.86,13.86,116.47,733.60,28.46,683.36,999.99,999.99,6.35,2,235,0,110,1,353,0,165,4,110,2,165,1,140,1,210
20828,999.99,999.99,999.99,999.99,999.99,999.99,143.05,30.44,10.25,31.03,999.99,45.38,132.50,0,180,0,83,1,270,0,125,0,94,0,141,0,140,0,210
20829,999.99,28.28,28.28,999.99,25.06,25.06,16.98,225.67,14.07,203.70,38.74,41.27,8.28,6,180,0,83,2,270,0,125,1,86,0,129,2,140,1,210
20830,999.99,999.99,999.99,999.99,39.94,39.94,147.82,184.61,22.30,174.85,999.99,999.99,27.88,1,180,0,83,0,270,0,125,0,86,0,129,0,140,0,210
20832,999.99,999.99,1135.09,8.55,4.89,7.10,39.23,123.19,3.04,94.03,52.58,10.28,14.50,2,180,0,83,13,270,1,125,0,102,1,153,0,140,1,210
20833,999.99,999.99,999.99,999.99,999.99,999.99,21.69,128.19,13.01,138.91,35.58,13.58,3.43,65,235,2,110,138,353,6,165,28,86,56,129,15,185,29,280
20834,999.99,999.99,999.99,10.87,3.32,3.32,30.11,8.67,2.55,9.27,60.96,36.18,123.00,0,180,0,83,4,270,0,125,0,86,4,129,0,140,2,210
20835,999.99,999.99,999.99,10.87,3.32,3.32,30.11,8.67,2.55,9.27,60.96,36.18,123.00,0,180,0,83,4,270,0,125,0,86,4,129,0,140,2,210
20837,999.99,999.99,4029.78,999.99,4.49,4.49,49.30,13.18,4.06,15.17,65.71,14.23,19.00,1,235,0,110,14,353,1,165,0,102,2,153,0,140,1,210
20838,999.99,73.54,73.54,999.99,6.44,6.44,21.48,84.52,5.52,70.29,29.74,89.38,4.35,7,180,0,83,0,270,0,125,1,102,0,153,1,140,0,210
20840,999.99,10.83,10.83,1.71,1.00,2.65,4.07,7.39,1.99,1.83,14.03,3.59,4.11,24,180,1,83,13,270,1,125,58,94,24,141,7,140,3,210
20841,999.99,62.91,65.86,999.99,20.90,21.33,12.33,26.37,8.53,25.04,32.66,34.25,5.29,22,180,1,83,11,270,1,125,5,102,2,153,1,140,0,210
20842,999.99,999.99,999.99,999.99,109.59,109.59,25.07,406.97,17.65,324.99,36.99,44.73,5.14,65,235,2,110,62,353,3,165,50,86,49,129,48,185,47,280
20843,999.99,999.99,999.99,999.99,5.66,5.66,26.79,17.28,5.24,16.53,90.56,999.99,16.92,3,180,0,83,1,270,0,125,1,110,0,165,0,140,0,210
20844,999.99,999.99,999.99,999.99,999.99,999.99,148.94,101.90,15.37,156.24,999.99,999.99,999.99,0,235,0,110,1,353,0,165,0,102,1,153,0,140,2,210
20845,999.99,999.99,999.99,999.99,999.99,999.99,28.58,231.82,7.54,317.77,56.26,26.56,5.75,1,180,0,83,8,270,0,125,0,102,2,153,0,140,1,210
20846,999.99,999.99,999.99,999.99,999.99,999.99,30.63,227.61,10.17,216.37,68.94,66.36,5.56,8,180,0,83,6,270,0,125,1,86,1,129,0,140,0,210
20847,999.99,999.99,999.99,999.99,999.99,999.99,24.00,32.56,14.46,31.17,999.99,92.66,17.07,1,180,0,83,0,270,0,125,1,86,0,129,1,185,0,280
20848,999.99,999.99,999.99,999.99,999.99,999.99,55.46,349.86,12.66,282.58,91.36,93.27,18.11,4,235,0,110,0,353,0,165,1,102,0,153,0,140,0,210
20850,999.99,62.91,65.86,999.99,20.90,21.33,12.33,26.37,8.53,25.04,32.66,34.25,5.29,22,180,1,83,11,270,1,125,5,102,2,153,1,140,0,210
20852,999.99,999.99,999.99,999.99,7.69,7.69,81.82,36.48,12.24,45.68,999.99,75.80,26.86,0,235,0,110,4,353,0,165,0,86,2,129,0,185,1,280
20853,999.99,999.99,999.99,999.99,1.94,1.94,61.14,117.61,7.80,113.49,41.39,10.45,11.23,15,180,1,83,52,270,3,125,15,94,58,141,9,185,34,280
20854,999.99,999.99,999.99,999.99,1.94,1.94,61.14,117.61,7.80,113.49,41.39,10.45,11.23,15,180,1,83,52,270,3,125,15,94,58,141,9,185,34,280
20856,999.99,999.99,999.99,999.99,999.99,999.99,13.99,49.30,9.73,44.35,29.14,22.28,5.56,25,235,1,110,11,353,0,165,18,102,6,153,3,140,1,210
20857,999.99,999.99,999.99,999.99,999.99,999.99,268.38,52.01,11.49,69.85,999.99,999.99,114.00,0,180,0,83,1,270,0,125,0,86,0,129,0,140,0,210
20858,999.99,999.99,999.99,999.99,999.99,999.99,268.38,52.01,11.49,69.85,999.99,999.99,114.00,0,180,0,83,1,270,0,125,0,86,0,129,0,140,0,210
20859,999.99,999.99,999.99,999.99,999.99,999.99,41.38,110.66,9.38,124.49,71.44,46.16,40.83,0,180,0,83,6,270,0,125,0,102,1,153,0,185,1,280
20860,999.99,69.80,69.80,999.99,14.65,14.65,16.10,24.68,6.77,26.41,23.57,18.95,4.67,6,235,0,110,4,353,0,165,7,110,8,165,1,185,1,280
20861,999.99,999.99,999.99,999.99,999.99,999.99,55.46,349.86,12.66,282.58,91.36,93.27,18.11,4,235,0,110,0,353,0,165,1,102,0,153,0,140,0,210
20862,999.99,3.94,3.94,999.99,0.53,0.53,8.56,81.48,2.77,104.08,44.90,13.35,2.11,31,235,2,110,1445,353,63,165,105,94,3504,141,28,140,920,210
20864,999.99,999.99,999.99,999.99,435.59,435.59,115.27,999.99,22.47,999.99,999.99,999.99,24.91,1,180,0,83,0,270,0,125,1,102,0,153,1,140,0,210
20865,999.99,999.99,999.99,999.99,6.44,6.44,33.73,24.73,12.66,25.64,999.99,77.14,15.81,0,235,0,110,1,353,0,165,0,102,0,153,0,185,0,280
20866,999.99,999.99,999.99,999.99,435.59,435.59,115.27,999.99,22.47,999.99,999.99,999.99,24.91,1,180,0,83,0,270,0,125,1,102,0,153,1,140,0,210
20867,999.99,999.99,999.99,1.76,1.46,3.63,10.50,4.19,2.02,1.80,5.46,2.00,24.73,0,235,0,110,6,353,1,165,0,86,0,129,0,140,0,210
20868,999.99,999.99,999.99,999.99,999.99,999.99,25.51,87.29,24.35,66.96,74.72,999.99,8.37,6,180,0,83,0,270,0,125,1,102,0,153,0,185,0,280
20869,999.99,999.99,999.99,999.99,999.99,999.99,73.66,361.04,17.42,469.98,999.99,999.99,22.88,2,235,0,110,3,353,0,165,0,102,0,153,0,185,0,280
20870,999.99,999.99,999.99,999.99,289.05,289.05,7.02,6.76,5.20,6.93,11.12,11.56,10.60,5,180,0,83,6,270,0,125,2,102,3,153,1,140,1,210
20871,999.99,999.99,999.99,999.99,999.99,999.99,49.01,24.73,7.00,28.20,89.80,84.97,31.33,0,180,0,83,0,270,0,125,0,86,0,129,0,140,0,210
20872,999.99,999.99,999.99,999.99,999.99,999.99,23.96,128.31,15.08,111.15,87.23,999.99,3.48,3,180,0,83,0,270,0,125,2,86,0,129,3,185,0,280
20873,999.99,999.99,999.99,20.08,18.09,18.20,59.03,3.98,5.94,3.67,28.09,34.25,21.75,1,235,0,110,0,353,0,165,1,102,0,153,1,185,0,280
20874,999.99,9.78,9.78,999.99,0.76,0.84,11.32,10.59,3.57,11.59,53.81,38.50,4.15,21,235,1,110,77,353,3,165,108,110,229,165,11,185,23,280
20875,999.99,9.78,9.78,999.99,0.76,0.84,11.32,10.59,3.57,11.59,53.81,38.50,4.15,21,235,1,110,77,353,3,165,108,110,229,165,11,185,23,280
20876,999.99,999.99,999.99,999.99,18.56,18.56,43.78,18.89,17.71,17.67,29.18,48.68,11.10,10,235,1,110,10,353,1,165,9,102,10,153,8,140,9,210
20877,999.99,999.99,999.99,999.99,999.99,999.99,75.82,172.08,43.57,137.67,999.99,999.99,6.85,2,180,0,83,0,270,0,125,2,86,0,129,2,185,0,280
20879,999.99,999.99,999.99,999.99,999.99,999.99,20.25,549.81,21.26,490.48,45.47,53.24,5.55,5,180,0,83,1,270,0,125,1,102,0,153,1,185,0,280
20880,999.99,999.99,999.99,999.99,999.99,999.99,39.28,59.81,28.61,50.95,71.25,999.99,12.17,1,235,0,110,0,353,0,165,0,86,0,129,1,185,0,280
20881,999.99,999.99,999.99,999.99,999.99,999.99,22.37,141.94,13.97,81.01,64.14,999.99,18.07,2,180,0,83,0,270,0,125,1,102,0,153,0,140,0,210
20882,999.99,999.99,999.99,999.99,999.99,999.99,64.61,164.74,10.88,143.72,999.99,59.06,15.18,4,235,0,110,0,353,0,165,1,86,0,129,0,185,0,280
20883,999.99,999.99,999.99,999.99,14.04,14.04,16.59,20.45,4.75,19.28,20.83,28.47,5.28,1,180,0,83,1,270,0,125,0,86,0,129,0,185,0,280
20884,999.99,999.99,999.99,999.99,33.40,33.40,17.76,18.36,4.18,18.62,32.28,12.09,16.50,1,180,0,83,2,270,0,125,0,86,2,129,1,140,7,210
20885,999.99,999.99,999.99,999.99,999.99,999.99,41.32,402.50,11.32,439.77,69.70,67.98,8.75,1,235,0,110,1,353,0,165,0,102,0,153,0,140,0,210
20887,999.99,67.48,67.48,9.69,6.39,6.39,15.73,17.75,4.72,14.27,27.17,21.39,3.96,22,235,1,110,18,353,1,165,2,102,2,153,2,140,1,210
20888,999.99,8.62,8.62,12.86,2.88,3.06,12.49,155.43,5.81,104.86,22.38,25.19,2.28,39,180,2,83,14,270,1,125,8,86,2,129,2,185,1,280
20889,999.99,999.99,999.99,999.99,3.64,3.64,15.60,22.67,7.27,21.50,29.95,46.98,2.55,4,180,0,83,1,270,0,125,5,86,1,129,1,140,0,210
20890,999.99,27.59,27.59,999.99,999.99,999.99,4.78,36.58,11.99,29.95,15.66,40.25,1.37,12,235,1,110,1,353,0,165,5,102,0,153,2,140,0,210
20891,999.99,999.99,999.99,999.99,999.99,999.99,35.46,15.21,10.95,14.08,26.87,17.09,10.32,7,180,0,83,11,270,1,125,3,86,6,129,2,185,4,280
20892,999.99,999.99,999.99,999.99,4.02,4.02,8.85,20.92,3.51,15.34,13.01,20.21,5.24,7,180,0,83,0,270,0,125,4,86,0,129,3,140,0,210
20893,999.99,999.99,999.99,999.99,999.99,999.99,131.94,73.42,34.06,74.76,999.99,999.99,30.00,1,235,0,110,1,353,0,165,1,102,1,153,0,185,0,280
20894,999.99,999.99,999.99,999.99,999.99,999.99,23.10,181.18,9.34,160.03,43.12,56.12,8.93,2,180,0,83,0,270,0,125,5,94,0,141,1,140,0,210
20895,999.99,999.99,999.99,999.99,999.99,999.99,24.23,61.59,34.20,54.28,86.18,999.99,6.25,1,235,0,110,0,353,0,165,2,110,0,165,0,140,0,210
20896,999.99,243.50,243.50,999.99,5.02,5.19,102.24,291.46,19.65,289.65,999.99,999.99,10.00,3,235,0,110,2,353,0,165,0,86,0,129,0,140,0,210
20898,999.99,243.50,243.50,999.99,5.02,5.19,102.24,291.46,19.65,289.65,999.99,999.99,10.00,3,235,0,110,2,353,0,165,0,86,0,129,0,140,0,210
20899,999.99,999.99,999.99,999.99,2.41,2.41,25.21,290.47,5.43,281.60,999.99,52.34,3.47,8,180,1,83,6,270,1,125,10,86,8,129,11,140,9,210
20900,999.99,239.91,239.91,2.30,2.22,11.78,3.43,2.04,1.43,1.14,1.77,1.08,16.35,2,180,0,83,3,270,0,125,0,102,0,153,0,140,0,210
20901,999.99,999.99,999.99,999.99,8.27,8.27,28.87,45.81,8.71,51.40,72.78,60.82,5.38,2,235,0,110,8,353,1,165,0,102,2,153,0,185,1,280
20902,999.99,999.99,999.99,999.99,6.34,6.34,10.06,110.02,4.20,106.32,36.06,39.89,3.53,5,180,0,83,3,270,0,125,2,86,1,129,0,140,0,210
20903,999.99,999.99,999.99,999.99,999.99,999.99,28.48,39.74,15.12,47.86,46.76,34.65,10.09,4,235,0,110,4,353,0,165,8,102,9,153,12,185,13,280
20904,999.99,52.29,52.29,33.66,4.44,4.44,15.99,20.05,3.37,17.55,35.62,33.34,10.05,5,180,0,83,3,270,0,125,2,86,1,129,1,140,1,210
20905,999.99,999.99,999.99,999.99,999.99,999.99,157.18,250.21,10.90,269.70,999.99,48.49,57.33,0,180,0,83,1,270,0,125,0,102,0,153,0,140,0,210
20906,999.99,999.99,999.99,999.99,33.24,33.24,40.18,50.63,8.22,55.46,54.57,45.93,23.17,0,235,0,110,0,353,0,165,0,86,0,129,0,140,0,210
20907,999.99,999.99,999.99,999.99,999.99,999.99,29.26,138.03,17.72,133.43,94.58,93.49,16.80,0,180,0,83,0,270,0,125,0,102,0,153,0,185,0,280
20908,999.99,20.92,20.92,999.99,1.79,1.93,20.79,249.83,5.46,296.37,41.64,15.71,4.78,19,235,1,110,50,353,3,165,1,86,4,129,0,140,1,210
20909,999.99,20.92,20.92,999.99,1.79,1.93,20.79,249.83,5.46,296.37,41.64,15.71,4.78,19,235,1,110,50,353,3,165,1,86,4,129,0,140,1,210
20911,999.99,999.99,999.99,999.99,5.59,5.59,10.07,22.85,8.67,21.45,27.35,16.00,4.40,17,180,1,83,68,270,5,125,5,102,16,153,1,140,3,210
20912,999.99,999.99,999.99,999.99,5.59,5.59,10.07,22.85,8.67,21.45,27.35,16.00,4.40,17,180,1,83,68,270,5,125,5,102,16,153,1,140,3,210
20914,999.99,999.99,999.99,999.99,999.99,999.99,22.57,42.78,15.22,34.46,32.94,52.26,8.73,4,235,0,110,0,353,0,165,9,86,0,129,1,185,0,280
20915,999.99,999.99,999.99,36.16,10.00,10.00,17.20,24.33,2.17,19.08,17.76,11.01,24.33,1,180,0,83,1,270,0,125,0,86,1,129,0,185,0,280
20916,999.99,64.43,64.43,999.99,7.84,8.02,62.53,282.31,18.05,258.45,999.99,999.99,10.48,10,235,0,110,19,353,1,165,10,94,25,141,2,140,6,210
20917,999.99,97.88,97.88,999.99,1.51,1.61,14.80,3.65,4.39,3.86,19.12,12.01,11.72,2,180,0,83,14,270,1,125,1,94,9,141,0,185,3,280
20918,999.99,142.89,142.89,45.47,9.66,10.02,56.75,87.91,12.53,83.78,999.99,94.35,4.30,2,235,0,110,2,353,0,165,1,86,1,129,1,185,1,280
20919,999.99,999.99,999.99,999.99,1.83,1.83,126.41,153.88,12.98,150.68,999.99,999.99,20.00,3,180,0,83,16,270,1,125,0,102,1,153,0,185,2,280
20920,999.99,128.25,128.25,999.99,13.03,13.03,25.88,714.96,6.44,800.33,37.79,24.44,7.45,6,180,0,83,7,270,0,125,6,94,8,141,1,185,2,280
20921,999.99,999.99,999.99,999.99,6.38,6.38,43.14,32.13,4.07,36.39,59.48,14.47,15.78,1,180,0,83,3,270,0,125,0,86,1,129,0,140,2,210
20922,999.99,25.19,25.19,10.93,7.40,7.40,16.82,49.01,7.98,37.18,24.44,27.50,2.61,89,180,2,83,46,270,1,125,15,86,7,129,4,185,2,280
20925,999.99,999.99,3444.70,999.99,7.56,7.56,226.29,110.78,14.24,149.45,999.99,999.99,34.86,1,235,0,110,2,353,0,165,1,86,6,129,0,185,3,280
20926,999.99,999.99,3444.70,999.99,7.56,7.56,226.29,110.78,14.24,149.45,999.99,999.99,34.86,1,235,0,110,2,353,0,165,1,86,6,129,0,185,3,280
20928,999.99,999.99,999.99,999.99,999.99,999.99,22.44,75.09,11.11,58.83,34.27,999.99,4.00,4,235,0,110,0,353,0,165,0,86,0,129,0,185,0,280
20929,999.99,999.99,999.99,999.99,999.99,999.99,24.29,78.26,19.35,68.29,54.35,95.79,13.00,1,180,0,83,0,270,0,125,0,102,0,153,0,140,0,210
20930,999.99,999.99,999.99,999.99,17.45,17.45,4.64,9.91,3.43,7.64,22.56,24.10,4.96,6,235,1,110,1,353,0,165,24,94,2,141,2,140,0,210
20931,999.99,999.99,999.99,999.99,999.99,999.99,36.61,24.57,10.54,23.30,70.46,33.12,15.00,2,180,0,83,1,270,0,125,2,110,0,165,0,185,0,280
20932,999.99,13.69,14.25,999.99,6.12,6.15,7.55,30.95,6.09,28.62,15.86,16.57,5.46,60,235,3,110,62,353,4,165,2,86,3,129,5,140,6,210
20933,999.99,125.06,125.06,999.99,10.33,10.33,35.93,298.88,34.15,273.12,999.99,83.87,6.29,7,180,0,83,16,270,1,125,3,86,8,129,0,140,1,210
20934,999.99,125.06,125.06,999.99,10.33,10.33,35.93,298.88,34.15,273.12,999.99,83.87,6.29,7,180,0,83,16,270,1,125,3,86,8,129,0,140,1,210
20936,999.99,7.32,7.32,999.99,2.02,2.18,15.59,183.71,8.00,164.13,57.33,89.44,2.99,18,180,1,83,4,270,0,125,54,94,8,141,8,140,1,210
20937,999.99,999.99,999.99,999.99,999.99,999.99,69.84,20.33,13.81,21.81,999.99,40.32,8.79,2,235,0,110,4,353,0,165,0,86,1,129,0,140,0,210
20938,999.99,999.99,999.99,999.99,8.90,8.90,10.25,26.68,3.86,25.12,16.74,13.94,3.70,8,180,0,83,4,270,0,125,5,102,2,153,1,185,0,280
20939,999.99,999.99,1927.88,999.99,10.02,10.02,211.94,305.36,13.89,364.35,999.99,36.11,11.50,2,235,0,110,31,353,1,165,1,110,26,165,0,140,10,210
20940,999.99,999.99,999.99,999.99,999.99,999.99,10.93,18.42,18.94,15.73,32.70,34.20,4.85,11,180,1,83,13,270,1,125,9,102,15,153,7,185,11,280
20941,999.99,999.99,999.99,999.99,11.72,11.72,21.70,25.37,4.70,24.44,32.02,21.06,42.00,0,235,0,110,0,353,0,165,0,86,0,129,0,140,0,210
20942,999.99,29.32,29.32,999.99,3.82,3.82,29.49,321.64,8.62,262.74,999.99,999.99,6.47,14,180,1,83,3,270,0,125,7,102,1,153,2,185,0,280
20943,999.99,999.99,999.99,999.99,999.99,999.99,124.24,61.81,15.80,60.69,999.99,77.52,48.80,0,180,0,83,0,270,0,125,0,86,0,129,0,185,0,280
20944,999.99,65.34,65.34,999.99,9.50,9.50,20.26,50.42,10.86,47.43,38.55,44.53,8.87,6,180,0,83,3,270,0,125,2,110,1,165,0,185,0,280
20945,999.99,25.12,25.12,999.99,3.61,3.83,19.85,62.38,6.64,70.69,57.00,22.86,4.64,20,180,1,83,40,270,2,125,5,86,12,129,2,185,5,280
20946,999.99,25.12,25.12,999.99,3.61,3.83,19.85,62.38,6.64,70.69,57.00,22.86,4.64,20,180,1,83,40,270,2,125,5,86,12,129,2,185,5,280
20948,999.99,13.23,13.23,999.99,11.70,11.70,22.98,159.71,24.48,138.26,47.93,70.25,3.07,6,235,0,110,1,353,0,165,1,86,0,129,1,140,0,210
20949,999.99,39.45,39.45,72.04,6.44,6.44,20.97,308.43,6.05,244.76,39.76,83.67,5.88,8,180,0,83,1,270,0,125,2,86,0,129,1,185,0,280
20950,999.99,538.07,538.07,999.99,13.20,13.20,68.24,62.93,7.87,60.12,73.90,90.85,12.64,2,235,0,110,1,353,0,165,2,102,1,153,1,140,0,210
20951,999.99,999.99,999.99,999.99,45.89,45.89,64.12,436.18,10.39,394.07,999.99,999.99,11.04,1,180,0,83,0,270,0,125,0,86,0,129,0,185,0,280
20952,999.99,999.99,999.99,999.99,999.99,999.99,57.58,19.21,21.92,22.34,999.99,999.99,230.00,0,235,0,110,0,353,0,165,0,102,0,153,0,140,0,210
20953,999.99,999.99,999.99,999.99,6.95,6.95,12.81,32.77,3.68,37.11,19.40,16.61,4.66,2,180,0,83,9,270,1,125,2,110,7,165,0,140,1,210
20954,999.99,999.99,999.99,999.99,999.99,999.99,99.79,247.26,7.62,333.56,89.90,12.03,33.40,5,235,0,110,63,353,4,165,7,94,130,141,1,185,12,280
20955,999.99,15.81,15.81,2.48,2.24,2.89,8.29,7.62,3.28,3.72,19.27,13.54,2.95,15,180,0,83,19,270,1,125,1,102,2,153,2,140,3,210
20956,999.99,2.38,2.38,999.99,1.54,1.60,9.91,53.80,7.06,51.40,23.49,24.89,2.02,38,235,1,110,24,353,1,165,5,86,3,129,9,185,5,280
20957,999.99,54.48,110.25,999.99,21.35,37.22,7.07,66.40,7.33,60.98,6.15,5.57,13.12,4,180,0,83,3,270,0,125,4,110,2,165,1,140,1,210
20958,999.99,0.33,0.45,999.99,1.31,1.56,2.59,7.61,4.35,6.51,10.65,18.47,2.51,61,235,4,110,18,353,1,165,26,94,5,141,5,185,1,280
20959,999.99,75.16,75.16,999.99,1.00,1.00,12.34,26.52,4.74,28.62,42.52,29.33,3.61,8,180,0,83,13,270,1,125,1,86,2,129,0,185,0,280
20960,999.99,999.99,999.99,4.11,4.11,14.69,40.57,36.64,2.28,27.31,8.17,3.28,86.67,1,180,0,83,5,270,0,125,0,102,5,153,0,140,1,210
20961,999.99,999.99,999.99,37.18,10.86,10.86,27.27,525.86,3.99,369.97,28.68,23.05,10.26,2,235,0,110,0,353,0,165,2,86,0,129,1,140,0,210
20962,999.99,36.82,36.82,999.99,4.75,4.75,26.65,59.69,9.18,58.56,45.70,47.18,6.61,13,180,1,83,9,270,0,125,11,94,8,141,3,140,2,210
20963,999.99,999.99,999.99,999.99,1.98,2.05,28.41,131.04,2.91,167.09,45.38,8.41,37.13,0,180,0,83,5,270,0,125,0,86,1,129,0,185,1,280
20964,999.99,999.99,999.99,999.99,999.99,999.99,25.56,28.03,10.04,32.35,79.47,54.04,13.70,1,235,0,110,3,353,0,165,0,86,2,129,0,140,2,210
20965,999.99,999.99,999.99,999.99,999.99,999.99,157.31,150.49,17.93,162.44,999.99,999.99,50.75,0,180,0,83,1,270,0,125,0,86,0,129,0,140,0,210
20966,999.99,999.99,999.99,999.99,999.99,999.99,10.73,91.80,9.61,83.58,21.55,23.24,6.11,2,235,0,110,0,353,0,165,0,102,0,153,0,185,0,280
20967,999.99,353.32,353.32,999.99,2.43,2.43,144.43,283.89,9.40,293.79,999.99,62.19,13.47,5,235,0,110,36,353,2,165,4,110,36,165,1,185,12,280
20969,999.99,353.32,353.32,999.99,2.43,2.43,144.43,283.89,9.40,293.79,999.99,62.19,13.47,5,235,0,110,36,353,2,165,4,110,36,165,1,185,12,280
20971,999.99,353.32,353.32,999.99,2.43,2.43,144.43,283.89,9.40,293.79,999.99,62.19,13.47,5,235,0,110,36,353,2,165,4,110,36,165,1,185,12,280
20973,999.99,999.99,4237.91,999.99,94.00,94.00,235.92,296.51,81.13,315.52,999.99,999.99,36.00,1,180,0,83,1,270,0,125,0,86,1,129,0,140,0,210
20974,999.99,999.99,4237.91,999.99,94.00,94.00,235.92,296.51,81.13,315.52,999.99,999.99,36.00,1,180,0,83,1,270,0,125,0,86,1,129,0,140,0,210
20976,999.99,6.70,6.70,999.99,4.58,4.58,11.71,101.37,10.89,93.02,19.04,10.61,1.30,11,235,1,110,23,353,1,165,1,86,1,129,1,140,3,210
20977,999.99,999.99,999.99,999.99,999.99,999.99,56.96,24.42,12.20,26.69,37.21,20.15,25.60,35,180,2,83,45,270,2,125,17,102,27,153,3,140,4,210
